LibID,rating,ProjectID
12,1,14
277,1,14
278,1,15
279,1,15
280,1,15
281,1,15
282,1,15
283,1,15
284,1,15
285,1,15
286,1,15
287,1,15
288,1,15
61,1,15
12,1,15
62,1,15
289,1,15
290,1,16
81,1,16
291,1,16
292,1,16
293,1,16
30,1,16
294,1,16
295,1,16
215,1,16
296,1,16
297,1,16
298,1,16
299,1,16
300,1,16
301,1,16
302,1,16
303,1,16
304,1,16
75,1,16
305,1,16
12,1,16
306,1,16
307,1,16
308,1,17
243,1,17
309,1,17
310,1,17
311,1,17
312,1,17
2,1,17
313,1,17
185,1,17
314,1,17
165,1,17
57,1,17
315,1,17
316,1,17
317,1,17
318,1,17
12,1,17
264,1,17
319,1,18
97,1,18
197,1,18
2,1,18
320,1,18
321,1,18
322,1,18
323,1,18
324,1,18
325,1,18
326,1,18
58,1,18
12,1,18
13,1,18
45,1,19
44,1,19
30,1,19
46,1,19
49,1,19
327,1,19
280,1,19
283,1,19
87,1,19
284,1,19
285,1,19
52,1,19
328,1,19
287,1,19
59,1,19
288,1,19
60,1,19
12,1,19
329,1,19
330,1,20
331,1,20
294,1,20
332,1,20
2,1,20
85,1,20
333,1,20
89,1,20
334,1,20
335,1,20
336,1,20
337,1,20
58,1,20
338,1,20
339,1,20
340,1,20
341,1,20
342,1,20
329,1,20
343,1,20
107,1,20
344,1,20
249,1,20
4,1,20
322,1,20
345,1,20
109,1,20
346,1,20
220,1,20
110,1,20
347,1,20
348,1,20
349,1,20
57,1,20
75,1,20
144,1,20
350,1,20
12,1,20
351,1,20
352,1,21
213,1,21
353,1,21
354,1,21
355,1,21
356,1,21
357,1,21
358,1,21
359,1,21
360,1,21
361,1,21
362,1,21
363,1,21
364,1,21
365,1,21
366,1,21
367,1,21
368,1,21
369,1,21
12,1,21
370,1,21
371,1,21
372,1,21
373,1,22
374,1,22
375,1,22
204,1,22
376,1,22
377,1,22
378,1,22
379,1,22
380,1,22
381,1,22
382,1,22
383,1,22
384,1,22
385,1,22
386,1,22
387,1,22
388,1,22
389,1,22
138,1,22
136,1,22
390,1,22
391,1,22
392,1,22
393,1,22
394,1,22
395,1,22
396,1,22
397,1,22
12,1,22
398,1,22
399,1,23
30,1,23
400,1,23
327,1,23
401,1,23
283,1,23
52,1,23
402,1,23
403,1,23
39,1,23
40,1,23
404,1,23
60,1,23
405,1,23
406,1,23
407,1,24
205,1,24
408,1,24
409,1,24
396,1,24
410,1,24
99,1,24
192,1,24
411,1,24
412,1,24
413,1,25
414,1,25
106,1,25
196,1,25
2,1,25
85,1,25
415,1,25
199,1,25
89,1,25
416,1,25
417,1,25
418,1,25
92,1,25
194,1,25
75,1,25
419,1,25
58,1,25
12,1,25
420,1,25
421,1,26
422,1,26
423,1,26
292,1,26
57,1,26
75,1,26
2,1,26
108,1,26
12,1,26
64,1,27
65,1,27
66,1,27
67,1,27
68,1,27
424,1,27
425,1,27
70,1,27
71,1,27
72,1,27
75,1,27
77,1,27
78,1,27
79,1,27
80,1,27
426,1,28
235,1,28
427,1,28
98,1,28
428,1,28
429,1,28
430,1,28
431,1,28
432,1,28
85,1,28
206,1,28
433,1,28
434,1,28
130,1,28
435,1,28
436,1,28
58,1,28
437,1,28
438,1,28
439,1,28
440,1,28
413,1,28
441,1,28
176,1,28
442,1,28
215,1,28
108,1,28
87,1,28
109,1,28
443,1,28
220,1,28
302,1,28
444,1,28
445,1,28
446,1,28
447,1,28
448,1,28
75,1,28
449,1,28
229,1,28
450,1,28
12,1,28
306,1,28
451,1,28
150,1,28
452,1,29
30,1,29
97,1,29
75,1,29
2,1,29
453,1,29
454,1,29
87,1,29
12,1,29
455,1,30
456,1,30
83,1,30
106,1,30
457,1,30
458,1,30
459,1,30
460,1,30
108,1,30
2,1,30
461,1,30
462,1,30
463,1,30
422,1,30
75,1,30
317,1,30
12,1,30
464,1,30
465,1,30
466,1,31
467,1,31
468,1,31
469,1,31
136,1,31
2,1,31
470,1,31
185,1,31
89,1,31
471,1,31
228,1,31
472,1,31
258,1,31
259,1,31
473,1,31
12,1,31
308,1,32
474,1,32
203,1,32
83,1,32
475,1,32
155,1,32
2,1,32
476,1,32
158,1,32
206,1,32
207,1,32
124,1,32
164,1,32
477,1,32
478,1,32
130,1,32
73,1,32
270,1,32
479,1,32
172,1,32
174,1,32
176,1,32
106,1,32
180,1,32
108,1,32
480,1,32
481,1,32
482,1,32
183,1,32
185,1,32
219,1,32
483,1,32
304,1,32
484,1,32
228,1,32
396,1,32
189,1,32
12,1,32
146,1,32
485,1,33
486,1,33
487,1,33
488,1,33
489,1,33
490,1,33
491,1,33
492,1,33
493,1,33
494,1,33
110,1,33
495,1,33
496,1,33
12,1,33
497,1,33
498,1,33
499,1,33
500,1,34
83,1,34
106,1,34
501,1,34
502,1,34
4,1,34
85,1,34
12,1,34
220,1,34
6,1,35
402,1,35
40,1,35
30,1,35
327,1,35
288,1,35
283,1,35
12,1,35
87,1,35
284,1,35
503,1,36
504,1,36
505,1,36
506,1,36
205,1,36
58,1,36
2,1,36
507,1,36
12,1,36
109,1,36
508,1,37
509,1,37
510,1,37
511,1,37
512,1,37
87,1,37
513,1,37
12,1,37
514,1,37
405,1,37
81,1,38
106,1,38
515,1,38
57,1,38
228,1,38
2,1,38
4,1,38
12,1,38
516,1,38
185,1,38
422,1,39
517,1,39
106,1,39
107,1,39
97,1,39
57,1,39
518,1,39
108,1,39
2,1,39
317,1,39
12,1,39
402,1,40
279,1,40
30,1,40
60,1,40
283,1,40
12,1,40
87,1,40
284,1,40
52,1,40
519,1,40
520,1,41
521,1,41
522,1,41
97,1,41
523,1,41
2,1,41
85,1,41
185,1,41
524,1,41
525,1,41
526,1,41
228,1,41
527,1,41
12,1,41
528,1,42
44,1,42
529,1,42
46,1,42
283,1,42
87,1,42
284,1,42
52,1,42
530,1,42
531,1,42
39,1,42
38,1,42
532,1,42
287,1,42
59,1,42
60,1,42
533,1,42
12,1,42
534,1,42
107,1,43
327,1,43
512,1,43
283,1,43
87,1,43
298,1,43
284,1,43
57,1,43
535,1,43
287,1,43
12,1,43
536,1,43
537,1,43
538,1,43
45,1,44
279,1,44
49,1,44
512,1,44
280,1,44
51,1,44
283,1,44
284,1,44
285,1,44
36,1,44
539,1,44
540,1,44
56,1,44
57,1,44
12,1,44
405,1,44
541,1,45
14,1,45
542,1,45
543,1,45
58,1,45
544,1,45
545,1,45
12,1,45
218,1,45
517,1,46
45,1,46
399,1,46
546,1,46
49,1,46
512,1,46
547,1,46
548,1,46
549,1,46
52,1,46
550,1,46
539,1,46
551,1,46
518,1,46
60,1,46
552,1,46
61,1,46
62,1,46
519,1,46
406,1,46
63,1,46
278,1,46
553,1,46
554,1,46
279,1,46
529,1,46
48,1,46
327,1,46
280,1,46
555,1,46
556,1,46
283,1,46
298,1,46
557,1,46
284,1,46
285,1,46
53,1,46
346,1,46
55,1,46
558,1,46
57,1,46
559,1,46
12,1,46
536,1,46
405,1,46
521,1,47
560,1,47
107,1,47
97,1,47
561,1,47
205,1,47
562,1,47
2,1,47
563,1,47
564,1,47
565,1,47
323,1,47
89,1,47
566,1,47
567,1,47
568,1,47
569,1,47
570,1,47
58,1,47
571,1,47
12,1,47
572,1,47
573,1,47
517,1,48
574,1,48
2,1,48
575,1,48
576,1,48
57,1,48
518,1,48
577,1,48
578,1,48
579,1,48
12,1,48
580,1,48
106,1,49
136,1,49
108,1,49
581,1,49
582,1,49
87,1,49
583,1,49
109,1,49
565,1,49
237,1,49
228,1,49
113,1,49
12,1,49
584,1,50
585,1,50
586,1,50
205,1,50
587,1,50
378,1,50
588,1,50
589,1,50
590,1,50
591,1,50
592,1,50
593,1,50
594,1,50
595,1,50
596,1,50
597,1,50
598,1,50
599,1,50
600,1,50
184,1,50
601,1,50
602,1,50
603,1,50
12,1,50
604,1,50
605,1,50
606,1,51
607,1,51
480,1,51
608,1,51
609,1,51
610,1,51
112,1,51
611,1,51
57,1,51
612,1,51
613,1,51
12,1,51
264,1,51
614,1,51
150,1,51
615,1,52
97,1,52
2,1,52
4,1,52
323,1,52
616,1,52
617,1,52
324,1,52
618,1,52
619,1,52
12,1,52
13,1,52
150,1,52
620,1,53
621,1,53
622,1,53
623,1,53
624,1,53
625,1,53
626,1,53
627,1,53
2,1,53
98,1,53
628,1,53
629,1,53
630,1,53
631,1,53
632,1,53
633,1,53
634,1,53
58,1,53
635,1,53
636,1,53
637,1,53
638,1,53
639,1,53
640,1,53
641,1,53
642,1,53
643,1,53
644,1,53
645,1,53
646,1,53
647,1,53
648,1,53
649,1,53
650,1,53
651,1,53
652,1,53
75,1,53
653,1,53
654,1,53
655,1,53
47,1,54
656,1,54
283,1,54
87,1,54
657,1,54
284,1,54
285,1,54
52,1,54
658,1,54
53,1,54
55,1,54
40,1,54
659,1,54
535,1,54
60,1,54
12,1,54
660,1,54
405,1,54
406,1,54
661,1,55
662,1,55
663,1,55
664,1,55
665,1,55
666,1,55
667,1,55
668,1,55
4,1,55
669,1,55
670,1,55
671,1,55
672,1,55
673,1,55
674,1,55
12,1,55
675,1,55
676,1,55
677,1,55
678,1,55
521,1,56
679,1,56
680,1,56
681,1,56
682,1,56
683,1,56
85,1,56
87,1,56
684,1,56
685,1,56
686,1,57
474,1,57
687,1,57
688,1,57
689,1,57
106,1,57
138,1,57
690,1,57
87,1,57
109,1,57
691,1,57
692,1,57
693,1,57
269,1,57
113,1,57
694,1,57
12,1,57
695,1,57
696,1,57
697,1,58
698,1,58
81,1,58
699,1,58
65,1,58
97,1,58
700,1,58
297,1,58
701,1,58
702,1,58
703,1,58
704,1,58
705,1,58
706,1,58
707,1,58
74,1,58
75,1,58
708,1,58
709,1,58
279,1,59
512,1,59
57,1,59
327,1,59
280,1,59
287,1,59
283,1,59
12,1,59
285,1,59
284,1,59
237,1,60
710,1,60
711,1,60
712,1,60
713,1,60
396,1,60
12,1,60
714,1,60
715,1,60
716,1,60
399,1,61
327,1,61
280,1,61
60,1,61
283,1,61
12,1,61
52,1,61
285,1,61
405,1,61
406,1,61
517,1,62
83,1,62
74,1,62
518,1,62
378,1,62
189,1,62
317,1,62
717,1,62
12,1,62
718,1,62
719,1,63
110,1,63
330,1,63
720,1,63
294,1,63
58,1,63
721,1,63
4,1,63
12,1,63
722,1,64
723,1,64
294,1,64
724,1,64
725,1,64
726,1,64
727,1,64
98,1,64
728,1,64
729,1,64
730,1,64
731,1,64
565,1,64
732,1,64
323,1,64
733,1,64
734,1,64
735,1,64
736,1,64
737,1,64
738,1,64
58,1,64
739,1,64
699,1,64
740,1,64
107,1,64
741,1,64
742,1,64
743,1,64
136,1,64
744,1,64
745,1,64
746,1,64
747,1,64
748,1,64
749,1,64
750,1,64
751,1,64
12,1,64
752,1,64
753,1,64
754,1,64
755,1,64
756,1,64
757,1,64
758,1,64
759,1,64
89,1,64
163,1,64
760,1,64
761,1,64
762,1,64
763,1,64
764,1,64
339,1,64
765,1,64
766,1,64
767,1,64
768,1,64
4,1,64
769,1,64
184,1,64
770,1,64
771,1,64
57,1,64
772,1,64
773,1,64
351,1,64
774,1,64
775,1,65
776,1,65
2,1,65
777,1,65
778,1,65
779,1,65
780,1,65
495,1,65
781,1,65
782,1,65
783,1,65
485,1,65
784,1,65
785,1,65
786,1,65
488,1,65
487,1,65
787,1,65
494,1,65
493,1,65
496,1,65
788,1,65
789,1,65
12,1,65
497,1,65
790,1,65
791,1,65
792,1,65
499,1,65
793,1,65
794,1,66
795,1,66
796,1,66
797,1,66
798,1,66
799,1,66
800,1,66
801,1,66
802,1,66
803,1,66
804,1,66
805,1,66
41,1,66
806,1,66
807,1,66
808,1,66
809,1,66
810,1,66
811,1,66
283,1,66
285,1,66
812,1,66
813,1,66
814,1,66
40,1,66
815,1,66
816,1,66
287,1,66
817,1,66
818,1,66
195,1,67
2,1,67
819,1,67
85,1,67
565,1,67
820,1,67
237,1,67
652,1,67
74,1,67
75,1,67
198,1,67
12,1,67
200,1,67
821,1,68
521,1,68
822,1,68
195,1,68
823,1,68
824,1,68
825,1,68
2,1,68
826,1,68
827,1,68
828,1,68
829,1,68
830,1,68
58,1,68
831,1,68
198,1,68
832,1,68
833,1,68
834,1,68
835,1,68
836,1,68
200,1,68
837,1,68
106,1,68
838,1,68
839,1,68
840,1,68
841,1,68
108,1,68
390,1,68
4,1,68
842,1,68
843,1,68
218,1,68
220,1,68
110,1,68
6,1,68
844,1,68
772,1,68
367,1,68
12,1,68
845,1,68
846,1,68
243,1,69
847,1,69
205,1,69
136,1,69
2,1,69
109,1,69
89,1,69
848,1,69
258,1,69
317,1,69
454,1,69
12,1,69
722,1,70
81,1,70
2,1,70
729,1,70
89,1,70
130,1,70
73,1,70
738,1,70
849,1,70
850,1,70
172,1,70
767,1,70
744,1,70
851,1,70
852,1,70
853,1,70
87,1,70
266,1,70
703,1,70
854,1,70
855,1,70
57,1,70
856,1,70
449,1,70
396,1,70
857,1,70
12,1,70
858,1,70
521,1,71
203,1,71
117,1,71
859,1,71
860,1,71
861,1,71
2,1,71
98,1,71
862,1,71
206,1,71
718,1,71
124,1,71
863,1,71
130,1,71
268,1,71
58,1,71
864,1,71
454,1,71
865,1,71
866,1,71
867,1,71
868,1,71
109,1,71
219,1,71
304,1,71
869,1,71
870,1,71
613,1,71
12,1,71
871,1,71
308,1,71
872,1,71
873,1,71
874,1,71
83,1,71
875,1,71
476,1,71
876,1,71
162,1,71
207,1,71
877,1,71
878,1,71
165,1,71
879,1,71
73,1,71
472,1,71
880,1,71
881,1,71
882,1,71
883,1,71
884,1,71
885,1,71
271,1,71
172,1,71
174,1,71
176,1,71
886,1,71
108,1,71
215,1,71
183,1,71
4,1,71
110,1,71
887,1,71
483,1,71
888,1,71
889,1,71
57,1,71
257,1,71
75,1,71
890,1,72
891,1,72
203,1,72
117,1,72
892,1,72
893,1,72
894,1,72
2,1,72
895,1,72
896,1,72
433,1,72
124,1,72
897,1,72
898,1,72
130,1,72
899,1,72
900,1,72
58,1,72
901,1,72
902,1,72
835,1,72
903,1,72
904,1,72
107,1,72
840,1,72
390,1,72
905,1,72
906,1,72
109,1,72
907,1,72
908,1,72
909,1,72
304,1,72
910,1,72
911,1,72
912,1,72
258,1,72
913,1,72
914,1,72
12,1,72
915,1,72
916,1,72
146,1,72
150,1,72
917,1,72
918,1,72
919,1,72
83,1,72
920,1,72
207,1,72
877,1,72
165,1,72
921,1,72
73,1,72
76,1,72
922,1,72
102,1,72
923,1,72
924,1,72
172,1,72
925,1,72
174,1,72
176,1,72
926,1,72
927,1,72
108,1,72
928,1,72
929,1,72
4,1,72
183,1,72
930,1,72
931,1,72
57,1,72
889,1,72
74,1,72
75,1,72
932,1,72
933,1,72
934,1,72
935,1,72
936,1,72
937,1,72
938,1,72
939,1,72
14,1,73
521,1,73
940,1,73
941,1,73
456,1,73
195,1,73
942,1,73
943,1,73
944,1,73
945,1,73
58,1,73
200,1,73
946,1,73
947,1,73
243,1,73
948,1,73
949,1,73
108,1,73
950,1,73
4,1,73
87,1,73
951,1,73
110,1,73
952,1,73
953,1,73
954,1,73
12,1,73
955,1,74
956,1,74
957,1,74
2,1,74
462,1,74
958,1,74
89,1,74
959,1,74
960,1,74
58,1,74
961,1,74
454,1,74
12,1,74
13,1,74
422,1,75
243,1,75
116,1,75
195,1,75
2,1,75
108,1,75
198,1,75
962,1,75
12,1,75
200,1,75
122,1,75
57,1,76
33,1,76
454,1,76
61,1,76
12,1,76
87,1,76
62,1,76
13,1,76
963,1,76
529,1,77
964,1,77
283,1,77
87,1,77
965,1,77
286,1,77
57,1,77
287,1,77
966,1,77
12,1,77
405,1,77
406,1,77
967,1,78
2,1,78
968,1,78
969,1,78
970,1,78
971,1,78
89,1,78
237,1,78
972,1,78
973,1,78
472,1,78
974,1,78
240,1,78
101,1,78
975,1,78
976,1,78
977,1,78
453,1,78
978,1,78
87,1,78
979,1,78
185,1,78
980,1,78
483,1,78
981,1,78
304,1,78
982,1,78
983,1,78
984,1,78
228,1,78
985,1,78
986,1,78
396,1,78
12,1,78
987,1,79
988,1,79
83,1,79
989,1,79
204,1,79
990,1,79
991,1,79
89,1,79
992,1,79
993,1,79
994,1,79
995,1,79
996,1,79
997,1,79
998,1,79
999,1,79
1000,1,79
1001,1,79
1002,1,79
1003,1,79
109,1,79
1004,1,79
1005,1,79
1006,1,79
228,1,79
269,1,79
12,1,79
466,1,80
106,1,80
1007,1,80
1008,1,80
768,1,80
136,1,80
2,1,80
1009,1,80
390,1,80
85,1,80
140,1,80
1010,1,80
109,1,80
770,1,80
237,1,80
1011,1,80
258,1,80
58,1,80
1012,1,80
270,1,80
1013,1,81
81,1,81
1014,1,81
205,1,81
1015,1,81
229,1,81
1016,1,81
12,1,81
1017,1,81
102,1,82
1018,1,82
112,1,82
294,1,82
97,1,82
229,1,82
58,1,82
85,1,82
12,1,82
1019,1,82
346,1,82
1020,1,83
205,1,83
1021,1,83
1022,1,83
2,1,83
1023,1,83
1024,1,83
590,1,83
1025,1,83
593,1,83
1026,1,83
1027,1,83
596,1,83
598,1,83
607,1,83
197,1,83
1028,1,83
1029,1,83
1030,1,83
74,1,83
1031,1,83
1032,1,83
12,1,83
1033,1,83
783,1,84
195,1,84
2,1,84
58,1,84
98,1,84
198,1,84
1034,1,84
12,1,84
150,1,84
1035,1,85
1036,1,85
1037,1,85
1038,1,85
1039,1,85
1040,1,85
1041,1,85
1042,1,85
1043,1,85
1044,1,85
1045,1,85
1046,1,85
1047,1,85
1048,1,85
1049,1,85
1050,1,85
1051,1,85
1052,1,85
1053,1,85
1054,1,85
1055,1,85
1056,1,85
1057,1,85
1058,1,85
1059,1,85
1060,1,85
1061,1,85
1062,1,85
1063,1,85
1064,1,85
1065,1,85
1066,1,85
1067,1,85
1068,1,85
1069,1,85
1070,1,85
1071,1,85
1072,1,85
1073,1,85
1074,1,85
12,1,85
1075,1,85
83,1,86
245,1,86
1076,1,86
1077,1,86
2,1,86
1078,1,86
1079,1,86
185,1,86
218,1,86
1080,1,86
1081,1,86
1082,1,86
1083,1,86
1084,1,86
1085,1,86
1086,1,86
1087,1,86
212,1,86
439,1,86
172,1,87
107,1,87
97,1,87
215,1,87
2,1,87
896,1,87
219,1,87
185,1,87
565,1,87
57,1,87
835,1,87
12,1,87
426,1,88
107,1,88
205,1,88
197,1,88
2,1,88
108,1,88
1088,1,88
57,1,88
1089,1,88
1090,1,88
12,1,88
150,1,88
1091,1,89
821,1,89
1092,1,89
1093,1,89
1094,1,89
1095,1,89
1096,1,89
85,1,89
565,1,89
1097,1,89
1098,1,89
1099,1,89
1100,1,89
1101,1,89
1102,1,89
1103,1,89
102,1,89
1104,1,89
1105,1,89
4,1,89
1106,1,89
1107,1,89
112,1,89
75,1,89
1108,1,89
12,1,89
1109,1,89
277,1,89
1110,1,89
308,1,90
441,1,90
97,1,90
75,1,90
2,1,90
1111,1,90
12,1,90
1112,1,90
1113,1,90
195,1,91
1114,1,91
1115,1,91
2,1,91
1116,1,91
87,1,91
12,1,91
200,1,91
1117,1,91
1118,1,92
1119,1,92
44,1,92
46,1,92
30,1,92
327,1,92
1120,1,92
33,1,92
1121,1,92
283,1,92
4,1,92
87,1,92
1122,1,92
285,1,92
284,1,92
1123,1,92
396,1,92
1124,1,92
189,1,92
279,1,93
327,1,93
98,1,93
283,1,93
87,1,93
1125,1,93
1126,1,93
1127,1,93
552,1,93
12,1,93
1128,1,93
329,1,93
83,1,94
106,1,94
1129,1,94
108,1,94
429,1,94
443,1,94
1130,1,94
220,1,94
1131,1,94
1132,1,94
1133,1,94
74,1,94
1134,1,94
1135,1,94
454,1,94
1110,1,94
1136,1,94
1137,1,95
1138,1,95
1139,1,95
1140,1,95
1141,1,95
1142,1,95
1143,1,95
1144,1,95
1145,1,95
1146,1,95
1147,1,95
12,1,95
1148,1,95
1149,1,95
237,1,96
30,1,96
39,1,96
107,1,96
57,1,96
4,1,96
298,1,96
12,1,96
565,1,96
237,1,97
178,1,97
180,1,97
58,1,97
1150,1,97
317,1,97
85,1,97
87,1,97
12,1,97
109,1,97
1151,1,97
308,1,98
1152,1,98
2,1,98
1153,1,98
87,1,98
1154,1,98
185,1,98
1155,1,98
1156,1,98
1157,1,98
1158,1,98
1159,1,98
454,1,98
12,1,98
1160,1,99
1161,1,99
1162,1,99
97,1,99
2,1,99
12,1,99
1163,1,99
1164,1,99
13,1,99
1165,1,100
1166,1,100
2,1,100
853,1,100
1167,1,100
1168,1,100
185,1,100
1169,1,100
1170,1,100
130,1,100
57,1,100
449,1,100
58,1,100
12,1,100
836,1,100
1171,1,101
97,1,101
458,1,101
1172,1,101
1173,1,101
1174,1,101
12,1,101
1175,1,101
1176,1,101
1177,1,101
1178,1,102
1179,1,102
1180,1,102
458,1,102
1181,1,102
1182,1,102
1183,1,102
1184,1,102
1185,1,102
1186,1,102
521,1,103
83,1,103
97,1,103
627,1,103
1187,1,103
323,1,103
237,1,103
99,1,103
618,1,103
58,1,103
1188,1,103
1189,1,103
101,1,103
13,1,103
1190,1,103
1111,1,103
1191,1,103
140,1,103
87,1,103
1192,1,103
1193,1,103
1194,1,103
1195,1,103
192,1,103
1196,1,103
1197,1,103
237,1,104
1198,1,104
1199,1,104
83,1,104
194,1,104
1200,1,104
196,1,104
108,1,104
1201,1,104
185,1,104
199,1,104
1202,1,105
606,1,105
2,1,105
1203,1,105
85,1,105
89,1,105
1204,1,105
1205,1,105
1206,1,105
258,1,105
229,1,105
1207,1,105
12,1,105
150,1,105
1208,1,106
1209,1,106
506,1,106
33,1,106
108,1,106
1210,1,106
87,1,106
109,1,106
1211,1,106
323,1,106
1212,1,106
237,1,106
1213,1,106
515,1,106
228,1,106
1214,1,106
58,1,106
1215,1,106
12,1,106
102,1,107
1216,1,107
1217,1,107
1218,1,107
14,1,107
872,1,107
83,1,107
506,1,107
136,1,107
98,1,107
108,1,107
1219,1,107
109,1,107
237,1,107
1220,1,107
543,1,107
258,1,107
58,1,107
12,1,107
1221,1,108
440,1,108
1222,1,108
1223,1,108
1224,1,108
1225,1,108
1226,1,108
429,1,108
1227,1,108
1228,1,108
443,1,108
1229,1,108
1230,1,108
1231,1,108
1157,1,108
1132,1,108
1232,1,108
1233,1,108
1234,1,108
257,1,108
1235,1,108
150,1,108
1236,1,109
97,1,109
1181,1,109
1237,1,109
1238,1,109
1239,1,109
1240,1,109
1241,1,109
1242,1,109
1243,1,109
1244,1,109
1186,1,109
142,1,109
1245,1,109
1246,1,109
1247,1,109
12,1,109
147,1,109
132,1,109
201,1,110
83,1,110
108,1,110
2,1,110
1248,1,110
565,1,110
1249,1,110
1250,1,110
57,1,110
229,1,110
1251,1,110
58,1,110
12,1,110
1222,1,111
1252,1,111
1253,1,111
1095,1,111
108,1,111
429,1,111
109,1,111
1167,1,111
443,1,111
1130,1,111
1254,1,112
1255,1,112
205,1,112
2,1,112
87,1,112
565,1,112
53,1,112
302,1,112
55,1,112
57,1,112
58,1,112
12,1,112
306,1,112
699,1,113
517,1,113
767,1,113
744,1,113
2,1,113
729,1,113
4,1,113
109,1,113
185,1,113
220,1,113
304,1,113
57,1,113
228,1,113
326,1,113
518,1,113
738,1,113
12,1,113
1256,1,114
81,1,114
1257,1,114
1258,1,114
1259,1,114
827,1,114
1260,1,114
1261,1,114
1262,1,114
1263,1,114
1264,1,114
58,1,114
4,1,114
1265,1,114
110,1,114
302,1,114
1266,1,114
1267,1,114
652,1,114
75,1,114
1268,1,114
12,1,114
1269,1,114
306,1,114
1270,1,114
1271,1,114
203,1,115
1272,1,115
700,1,115
2,1,115
1273,1,115
1274,1,115
1275,1,115
1276,1,115
610,1,115
164,1,115
1277,1,115
